wave,norm,flux
3000.00,0.966868,705364.
3001.00,0.946281,690834.
3002.00,0.930092,679672.
3003.00,0.929224,679763.
3004.00,0.952119,697254.
3005.00,0.974398,714304.
3006.00,0.975944,716165.
3007.00,0.961474,706278.
3008.00,0.951552,699731.
3009.00,0.957591,704914.
3010.00,0.968267,713513.
3011.00,0.970973,716240.
3012.00,0.969224,715695.
3013.00,0.975716,721239.
3014.00,0.982455,726967.
3015.00,0.982252,727560.
3016.00,0.976881,724323.
3017.00,0.967553,718143.
3018.00,0.958993,712522.
3019.00,0.944597,702534.
3020.00,0.915043,681246.
3021.00,0.908426,677052.
3022.00,0.944113,704383.
3023.00,0.968491,723280.
3024.00,0.965966,722115.
3025.00,0.956774,715970.
3026.00,0.954823,715249.
3027.00,0.968781,726451.
3028.00,0.981897,737021.
3029.00,0.983121,738678.
3030.00,0.979320,736564.
3031.00,0.976819,735424.
3032.00,0.978673,737567.
3033.00,0.983946,742285.
3034.00,0.987103,745410.
3035.00,0.986016,745330.
3036.00,0.975385,738021.
3037.00,0.955415,723633.
3038.00,0.951883,721701.
3039.00,0.968795,735258.
3040.00,0.977643,742698.
3041.00,0.974523,741057.
3042.00,0.972102,739955.
3043.00,0.976586,744107.
3044.00,0.981824,748836.
3045.00,0.982910,750400.
3046.00,0.977632,747099.
3047.00,0.965775,738765.
3048.00,0.964203,738301.
3049.00,0.973155,745885.
3050.00,0.971332,745208.
3051.00,0.968256,743584.
3052.00,0.976184,750408.
3053.00,0.978813,753151.
3054.00,0.973288,749631.
3055.00,0.972857,750030.
3056.00,0.968525,747404.
3057.00,0.948797,732882.
3058.00,0.936710,724264.
3059.00,0.945401,731704.
3060.00,0.964996,747595.
3061.00,0.981081,760780.
3062.00,0.986119,765415.
3063.00,0.984043,764533.
3064.00,0.976510,759404.
3065.00,0.961357,748329.
3066.00,0.941597,733652.
3067.00,0.940835,733782.
3068.00,0.962059,751059.
3069.00,0.979478,765375.
3070.00,0.982658,768579.
3071.00,0.972539,761377.
3072.00,0.955994,749136.
3073.00,0.952184,746873.
3074.00,0.956850,751239.
3075.00,0.952144,748247.
3076.00,0.956986,752774.
3077.00,0.969027,762956.
3078.00,0.965803,761122.
3079.00,0.963797,760267.
3080.00,0.972152,767581.
3081.00,0.975011,770552.
3082.00,0.972786,769512.
3083.00,0.972687,770156.
3084.00,0.976636,774006.
3085.00,0.982713,779547.
3086.00,0.982699,780251.
3087.00,0.971277,771891.
3088.00,0.960555,764086.
3089.00,0.965560,768788.
3090.00,0.971512,774234.
3091.00,0.964480,769328.
3092.00,0.948278,757100.
3093.00,0.943220,753775.
3094.00,0.961920,769436.
3095.00,0.976396,781716.
3096.00,0.970976,778076.
3097.00,0.963768,773014.
3098.00,0.967234,776506.
3099.00,0.960792,772022.
3100.00,0.940293,756235.
3101.00,0.927183,746382.
3102.00,0.935002,753380.
3103.00,0.959844,774101.
3104.00,0.976406,788155.
3105.00,0.977636,789853.
3106.00,0.976971,790032.
3107.00,0.981856,794702.
3108.00,0.986614,799269.
3109.00,0.985770,799299.
3110.00,0.980752,795943.
3111.00,0.979107,795325.
3112.00,0.982944,799160.
3113.00,0.985160,801673.
3114.00,0.984906,802180.
3115.00,0.985636,803490.
3116.00,0.984878,803583.
3117.00,0.979434,799847.
3118.00,0.972556,794937.
3119.00,0.970629,794068.
3120.00,0.972887,796621.
3121.00,0.977538,801139.
3122.00,0.982978,806308.
3123.00,0.984501,808265.
3124.00,0.978492,804032.
3125.00,0.970649,798292.
3126.00,0.973663,801482.
3127.00,0.982051,809093.
3128.00,0.984866,812115.
3129.00,0.982325,810724.
3130.00,0.976151,806328.
3131.00,0.970512,802372.
3132.00,0.969574,802295.
3133.00,0.968957,802479.
3134.00,0.968170,802526.
3135.00,0.975384,809210.
3136.00,0.983105,816317.
3137.00,0.985969,819400.
3138.00,0.988076,821858.
3139.00,0.989236,823530.
