wave,norm,flux
3000.00,0.958265,702326.
3001.00,0.931701,683339.
3002.00,0.910658,668550.
3003.00,0.908044,667349.
3004.00,0.937637,689836.
3005.00,0.966919,712105.
3006.00,0.967320,713116.
3007.00,0.947072,698910.
3008.00,0.935823,691343.
3009.00,0.944652,698603.
3010.00,0.958650,709688.
3011.00,0.963090,713702.
3012.00,0.961145,713000.
3013.00,0.968871,719482.
3014.00,0.975591,725210.
3015.00,0.972566,723699.
3016.00,0.963042,717343.
3017.00,0.948780,707445.
3018.00,0.936563,699052.
3019.00,0.920075,687437.
3020.00,0.889445,665226.
3021.00,0.885843,663256.
3022.00,0.930657,697537.
3023.00,0.960378,720509.
3024.00,0.955066,717232.
3025.00,0.940471,706990.
3026.00,0.936769,704940.
3027.00,0.956965,720880.
3028.00,0.975690,735711.
3029.00,0.974024,735181.
3030.00,0.963949,728308.
3031.00,0.958729,725100.
3032.00,0.963962,729801.
3033.00,0.976492,740027.
3034.00,0.984047,746493.
3035.00,0.983958,747165.
3036.00,0.971146,738157.
3037.00,0.946013,719770.
3038.00,0.940571,716371.
3039.00,0.959493,731512.
3040.00,0.965982,737171.
3041.00,0.956038,730300.
3042.00,0.950446,726759.
3043.00,0.959953,734762.
3044.00,0.970764,743764.
3045.00,0.973961,746942.
3046.00,0.969447,744203.
3047.00,0.957103,735448.
3048.00,0.956731,735900.
3049.00,0.968131,745394.
3050.00,0.966302,744701.
3051.00,0.962894,742809.
3052.00,0.971760,750382.
3053.00,0.972628,751771.
3054.00,0.963489,745431.
3055.00,0.962106,745090.
3056.00,0.955430,740620.
3057.00,0.927713,719822.
3058.00,0.912281,708557.
3059.00,0.926047,719960.
3060.00,0.952643,741355.
3061.00,0.974404,759007.
3062.00,0.981036,764893.
3063.00,0.976072,761744.
3064.00,0.962713,752032.
3065.00,0.942003,736552.
3066.00,0.916480,717285.
3067.00,0.914709,716612.
3068.00,0.943310,739735.
3069.00,0.968942,760542.
3070.00,0.974696,765768.
3071.00,0.961358,755991.
3072.00,0.940988,740677.
3073.00,0.938647,739553.
3074.00,0.946043,746075.
3075.00,0.939466,741582.
3076.00,0.944807,746518.
3077.00,0.960520,759640.
3078.00,0.957424,757889.
3079.00,0.954377,756197.
3080.00,0.961256,762362.
3081.00,0.960820,762721.
3082.00,0.956626,760101.
3083.00,0.957675,761648.
3084.00,0.965334,768458.
3085.00,0.975882,777576.
3086.00,0.977210,779344.
3087.00,0.963280,768936.
3088.00,0.948741,758040.
3089.00,0.949687,759506.
3090.00,0.950856,761133.
3091.00,0.936824,750576.
3092.00,0.911523,730975.
3093.00,0.905680,726990.
3094.00,0.938277,753863.
3095.00,0.962704,774170.
3096.00,0.953266,767260.
3097.00,0.940146,757404.
3098.00,0.944846,761889.
3099.00,0.933873,753701.
3100.00,0.903930,730196.
3101.00,0.890462,719991.
3102.00,0.905050,732473.
3103.00,0.939424,760984.
3104.00,0.960887,779051.
3105.00,0.959437,778566.
3106.00,0.958245,778310.
3107.00,0.970148,788692.
3108.00,0.981163,798356.
3109.00,0.979562,797757.
3110.00,0.969290,790097.
3111.00,0.965863,788019.
3112.00,0.973034,794580.
3113.00,0.976930,798468.
3114.00,0.976121,798517.
3115.00,0.977910,800693.
3116.00,0.976044,799868.
3117.00,0.963581,790346.
3118.00,0.949068,779135.
3119.00,0.945578,776966.
3120.00,0.950534,781732.
3121.00,0.959899,790132.
3122.00,0.971123,800073.
3123.00,0.975650,804500.
3124.00,0.965003,796405.
3125.00,0.948591,783553.
3126.00,0.952858,787787.
3127.00,0.969509,802250.
3128.00,0.975115,807583.
3129.00,0.969854,803918.
3130.00,0.959211,795786.
3131.00,0.951769,790305.
3132.00,0.953204,792187.
3133.00,0.954890,794274.
3134.00,0.956034,795916.
3135.00,0.966213,805090.
3136.00,0.974716,812869.
3137.00,0.978112,816404.
3138.00,0.983139,821306.
3139.00,0.986123,824503.
3140.00,0.986587,825597.
