wave,norm,flux
3000.00,0.887978,687331.
3001.00,0.820763,635740.
3002.00,0.787659,610675.
3003.00,0.786792,610646.
3004.00,0.832792,647026.
3005.00,0.877649,682526.
3006.00,0.872537,679185.
3007.00,0.839459,654092.
3008.00,0.829931,647347.
3009.00,0.852982,666011.
3010.00,0.887930,693984.
3011.00,0.899700,703850.
3012.00,0.886144,693929.
3013.00,0.880763,690406.
3014.00,0.870862,683308.
3015.00,0.855011,671538.
3016.00,0.843843,663420.
3017.00,0.823903,648376.
3018.00,0.803522,632961.
3019.00,0.770057,607167.
3020.00,0.706941,557942.
3021.00,0.704975,557041.
3022.00,0.815644,645158.
3023.00,0.896963,710080.
3024.00,0.882198,699008.
3025.00,0.834329,661725.
3026.00,0.827281,656833.
3027.00,0.881622,700682.
3028.00,0.919942,731796.
3029.00,0.897064,714244.
3030.00,0.854187,680769.
3031.00,0.838882,669249.
3032.00,0.861025,687605.
3033.00,0.896380,716522.
3034.00,0.917427,734040.
3035.00,0.929107,744085.
3036.00,0.909622,729138.
3037.00,0.855882,686710.
3038.00,0.839610,674353.
3039.00,0.868148,697944.
3040.00,0.870101,700142.
3041.00,0.841902,678088.
3042.00,0.831085,670041.
3043.00,0.853903,689106.
3044.00,0.873736,705763.
3045.00,0.884443,715086.
3046.00,0.886169,717138.
3047.00,0.864968,700631.
3048.00,0.864314,700797.
3049.00,0.891952,723886.
3050.00,0.902863,733410.
3051.00,0.907956,738245.
3052.00,0.915137,744764.
3053.00,0.893977,728202.
3054.00,0.873251,712004.
3055.00,0.882130,719926.
3056.00,0.873331,713366.
3057.00,0.818037,668798.
3058.00,0.783838,641478.
3059.00,0.804983,659428.
3060.00,0.853714,700001.
3061.00,0.894313,733940.
3062.00,0.896986,736776.
3063.00,0.856290,703962.
3064.00,0.802716,660535.
3065.00,0.773533,637116.
3066.00,0.737069,607624.
3067.00,0.711053,586747.
3068.00,0.743849,614421.
3069.00,0.807137,667298.
3070.00,0.842305,696967.
3071.00,0.835418,691869.
3072.00,0.815253,675791.
3073.00,0.828644,687549.
3074.00,0.851487,707117.
3075.00,0.838958,697327.
3076.00,0.846384,704166.
3077.00,0.864442,719815.
3078.00,0.847598,706407.
3079.00,0.841923,702333.
3080.00,0.852845,712078.
3081.00,0.848726,709261.
3082.00,0.843137,705232.
3083.00,0.853763,714771.
3084.00,0.878058,735769.
3085.00,0.896206,751627.
3086.00,0.882954,741143.
3087.00,0.845087,709980.
3088.00,0.816559,686634.
3089.00,0.795237,669291.
3090.00,0.767530,646543.
3091.00,0.745161,628255.
3092.00,0.715439,603720.
3093.00,0.708503,598442.
3094.00,0.762943,645020.
3095.00,0.804881,681024.
3096.00,0.789803,668819.
3097.00,0.773366,655500.
3098.00,0.784813,665784.
3099.00,0.763249,648015.
3100.00,0.722174,613685.
3101.00,0.712912,606372.
3102.00,0.741693,631434.
3103.00,0.803663,684792.
3104.00,0.842382,718357.
3105.00,0.826689,705556.
3106.00,0.817890,698685.
3107.00,0.859973,735296.
3108.00,0.903571,773209.
3109.00,0.898295,769310.
3110.00,0.860611,737666.
3111.00,0.847804,727344.
3112.00,0.864558,742361.
3113.00,0.875054,751999.
3114.00,0.874002,751740.
3115.00,0.886831,763433.
3116.00,0.883139,760864.
3117.00,0.833445,718636.
3118.00,0.791693,683242.
3119.00,0.786309,679190.
3120.00,0.790517,683402.
3121.00,0.794029,687018.
3122.00,0.808064,699768.
3123.00,0.841495,729336.
3124.00,0.847759,735339.
3125.00,0.813574,706273.
3126.00,0.809997,703799.
3127.00,0.838442,729120.
3128.00,0.840285,731306.
3129.00,0.821047,715154.
3130.00,0.807309,703785.
3131.00,0.818621,714263.
3132.00,0.841139,734511.
3133.00,0.840706,734724.
3134.00,0.836824,731950.
3135.00,0.850599,744618.
3136.00,0.854836,748933.
3137.00,0.863042,756765.
3138.00,0.890909,781845.
3139.00,0.904630,794522.
3140.00,0.905839,796235.
3141.00,0.902581,794008.
3142.00,0.855710,753334.
3143.00,0.742049,653765.
3144.00,0.662585,584304.
3145.00,0.704704,622032.
3146.00,0.778049,687294.
3147.00,0.803299,710144.
3148.00,0.832493,736571.
3149.00,0.880232,779425.
3150.00,0.897144,795007.
3151.00,0.887583,787152.
3152.00,0.869991,772172.
3153.00,0.864541,767958.
3154.00,0.862639,766876.
3155.00,0.854033,759825.
3156.00,0.829452,738523.
3157.00,0.785964,700354.
3158.00,0.760232,677991.
3159.00,0.773104,690038.
3160.00,0.784607,700831.
3161.00,0.753935,673946.
3162.00,0.745040,666571.
3163.00,0.797865,714421.
3164.00,0.845149,757319.
3165.00,0.848666,761043.
3166.00,0.840264,754104.
3167.00,0.837975,752638.
3168.00,0.823851,740521.
3169.00,0.824084,741342.
3170.00,0.865865,779556.
3171.00,0.909964,819881.
3172.00,0.927935,836701.
3173.00,0.923705,833520.
3174.00,0.907455,819487.
3175.00,0.901385,814654.
3176.00,0.913786,826500.
3177.00,0.905797,819881.
3178.00,0.868806,786990.
3179.00,0.823525,746545.
3180.00,0.786425,713473.
3181.00,0.777369,705825.
3182.00,0.794291,721751.
3183.00,0.805077,732097.
3184.00,0.805389,732941.
3185.00,0.814581,741882.
3186.00,0.830143,756630.
3187.00,0.841327,767404.
3188.00,0.852270,777977.
3189.00,0.866481,791544.
3190.00,0.849382,776473.
3191.00,0.795652,727894.
3192.00,0.758118,694103.
3193.00,0.761363,697637.
3194.00,0.802319,735730.
3195.00,0.823853,756008.
3196.00,0.808417,742390.
3197.00,0.815130,749157.
3198.00,0.862097,792919.
3199.00,0.876204,806448.
3200.00,0.852663,785369.
3201.00,0.859142,791952.
3202.00,0.872217,804588.
3203.00,0.874945,807710.
3204.00,0.897061,828755.
3205.00,0.918558,849231.
3206.00,0.926561,857258.
3207.00,0.927503,858751.
3208.00,0.905245,838741.
3209.00,0.866175,803129.
3210.00,0.833440,773353.
3211.00,0.816943,758615.
3212.00,0.810476,753160.
3213.00,0.792308,736806.
3214.00,0.785294,730846.
3215.00,0.820236,763940.
3216.00,0.836449,779569.
3217.00,0.822427,767063.
3218.00,0.843345,787176.
3219.00,0.877308,819459.
3220.00,0.889832,831742.
3221.00,0.881128,824186.
3222.00,0.858700,803791.
3223.00,0.858727,804418.
3224.00,0.869409,815004.
3225.00,0.863033,809594.
3226.00,0.844487,792758.
3227.00,0.812617,763376.
3228.00,0.773879,727507.
3229.00,0.757096,712270.
3230.00,0.784104,738232.
3231.00,0.821808,774270.
3232.00,0.835211,787434.
3233.00,0.819098,772771.
3234.00,0.784785,740923.
3235.00,0.771271,728702.
3236.00,0.780725,738170.
3237.00,0.814089,770275.
3238.00,0.840303,795607.
3239.00,0.827290,783831.
3240.00,0.840375,796818.
3241.00,0.859980,815958.
3242.00,0.852562,809482.
3243.00,0.860234,817360.
3244.00,0.888551,844862.
3245.00,0.910827,866628.
