wave,norm,flux
3000.00,0.394317,267832.
3001.00,0.234919,159722.
3002.00,0.172144,117303.
3003.00,0.204830,139948.
3004.00,0.323429,221382.
3005.00,0.425905,291859.
3006.00,0.403903,277105.
3007.00,0.306005,210262.
3008.00,0.239326,164807.
3009.00,0.263917,182203.
3010.00,0.359260,248458.
3011.00,0.407824,282387.
3012.00,0.378801,262722.
3013.00,0.378620,263130.
3014.00,0.397597,276777.
3015.00,0.383379,267306.
3016.00,0.349688,244222.
3017.00,0.294611,206070.
3018.00,0.219941,154078.
3019.00,0.150234,105413.
3020.00,0.0999650,70284.5
3021.00,0.116235,82008.6
3022.00,0.231898,163909.
3023.00,0.353315,249960.
3024.00,0.362849,256978.
3025.00,0.295945,209927.
3026.00,0.289841,206118.
3027.00,0.398358,283832.
3028.00,0.487372,347691.
3029.00,0.477486,341106.
3030.00,0.418743,299632.
3031.00,0.384797,275892.
3032.00,0.430562,309337.
3033.00,0.499358,359312.
3034.00,0.519720,374552.
3035.00,0.525241,379151.
3036.00,0.462930,334586.
3037.00,0.326716,236497.
3038.00,0.294063,213429.
3039.00,0.371976,270450.
3040.00,0.394244,286982.
3041.00,0.340193,248007.
3042.00,0.309137,225837.
3043.00,0.357129,261430.
3044.00,0.430456,315596.
3045.00,0.462423,339517.
3046.00,0.418498,307661.
3047.00,0.312179,229848.
3048.00,0.281911,208088.
3049.00,0.358019,264757.
3050.00,0.418988,310289.
3051.00,0.474499,352019.
3052.00,0.527492,391887.
3053.00,0.471963,351075.
3054.00,0.393824,293507.
3055.00,0.398576,297622.
3056.00,0.379348,283612.
3057.00,0.273016,204361.
3058.00,0.187118,140353.
3059.00,0.196743,147962.
3060.00,0.289390,218040.
3061.00,0.392768,296314.
3062.00,0.432974,327066.
3063.00,0.401754,303910.
3064.00,0.356282,269987.
3065.00,0.343243,260553.
3066.00,0.302133,229655.
3067.00,0.256772,195570.
3068.00,0.309984,236633.
3069.00,0.408280,312109.
3070.00,0.445106,340704.
3071.00,0.425127,325896.
3072.00,0.388977,298681.
3073.00,0.387522,298121.
3074.00,0.398852,307288.
3075.00,0.359287,277216.
3076.00,0.350619,271074.
3077.00,0.389963,301979.
3078.00,0.396993,307875.
3079.00,0.399630,310454.
3080.00,0.414446,322478.
3081.00,0.411520,320696.
3082.00,0.397166,310010.
3083.00,0.396225,309831.
3084.00,0.459814,360244.
3085.00,0.557444,437360.
