wave,norm,flux
3000.00,0.920697,699508.
3001.00,0.873237,663908.
3002.00,0.846757,644381.
3003.00,0.845396,644025.
3004.00,0.886448,676009.
3005.00,0.926284,707074.
3006.00,0.922572,704915.
3007.00,0.892249,682432.
3008.00,0.881770,675126.
3009.00,0.899932,689741.
3010.00,0.924366,709174.
3011.00,0.931131,715060.
3012.00,0.923297,709757.
3013.00,0.926269,712763.
3014.00,0.924363,711994.
3015.00,0.911931,703117.
3016.00,0.899076,693896.
3017.00,0.880337,680106.
3018.00,0.864358,668428.
3019.00,0.840666,650731.
3020.00,0.793385,614735.
3021.00,0.790018,612809.
3022.00,0.869521,675176.
3023.00,0.926132,719778.
3024.00,0.914752,711590.
3025.00,0.881553,686439.
3026.00,0.876264,683032.
3027.00,0.917007,715512.
3028.00,0.947522,740008.
3029.00,0.931206,727942.
3030.00,0.899231,703635.
3031.00,0.888710,696103.
3032.00,0.907029,711163.
3033.00,0.938126,736255.
3034.00,0.956630,751492.
3035.00,0.962508,756830.
3036.00,0.945238,743943.
3037.00,0.904939,712910.
3038.00,0.894145,705126.
3039.00,0.917664,724372.
3040.00,0.917839,725174.
3041.00,0.892343,705699.
3042.00,0.881779,698040.
3043.00,0.901599,714426.
3044.00,0.918912,728826.
3045.00,0.925246,734544.
3046.00,0.925511,735441.
3047.00,0.912128,725491.
3048.00,0.914674,728230.
3049.00,0.935198,745272.
3050.00,0.938414,748527.
3051.00,0.937732,748698.
3052.00,0.945663,755739.
3053.00,0.934937,747851.
3054.00,0.916765,734012.
3055.00,0.917102,734982.
3056.00,0.907540,727970.
3057.00,0.864606,694166.
3058.00,0.841462,676254.
3059.00,0.863098,694317.
3060.00,0.903685,727648.
3061.00,0.935917,754282.
3062.00,0.940389,758563.
3063.00,0.917531,740793.
3064.00,0.883124,713675.
3065.00,0.855894,692311.
3066.00,0.820747,664486.
3067.00,0.804793,652207.
3068.00,0.839145,680705.
3069.00,0.889502,722206.
3070.00,0.912293,741357.
3071.00,0.899311,731452.
3072.00,0.876909,713894.
3073.00,0.884265,720569.
3074.00,0.901479,735248.
3075.00,0.891851,728047.
3076.00,0.898096,733839.
3077.00,0.916004,749136.
3078.00,0.907097,742509.
3079.00,0.902790,739667.
3080.00,0.909698,745997.
3081.00,0.904661,742526.
3082.00,0.898666,738277.
3083.00,0.904605,743834.
3084.00,0.921009,758009.
3085.00,0.935713,770791.
3086.00,0.928356,765393.
3087.00,0.898617,741526.
3088.00,0.873000,721042.
3089.00,0.859311,710370.
3090.00,0.844690,698903.
3091.00,0.824057,682426.
3092.00,0.790831,655488.
3093.00,0.784702,651034.
3094.00,0.837036,695093.
3095.00,0.875414,727562.
3096.00,0.859641,715048.
3097.00,0.838455,698062.
3098.00,0.844685,703873.
3099.00,0.827721,690310.
3100.00,0.791528,660711.
3101.00,0.784731,655640.
3102.00,0.810876,678102.
3103.00,0.860621,720334.
3104.00,0.887111,743111.
3105.00,0.873153,732037.
3106.00,0.867821,728227.
3107.00,0.900663,756464.
3108.00,0.934865,785847.
3109.00,0.931556,783713.
3110.00,0.905026,762047.
3111.00,0.893851,753309.
3112.00,0.904537,762980.
3113.00,0.913714,771373.
3114.00,0.912218,770772.
3115.00,0.920773,778675.
3116.00,0.916645,775819.
3117.00,0.879175,744724.
3118.00,0.847405,718443.
3119.00,0.838136,711203.
3120.00,0.841505,714679.
3121.00,0.853802,725743.
3122.00,0.871224,741186.
3123.00,0.894070,761261.
3124.00,0.890275,758637.
3125.00,0.858596,732262.
3126.00,0.860560,734593.
3127.00,0.888049,758692.
3128.00,0.893400,763883.
3129.00,0.883586,756120.
3130.00,0.870960,745945.
3131.00,0.872364,747789.
3132.00,0.885058,759300.
3133.00,0.884863,759757.
3134.00,0.886715,761994.
3135.00,0.903667,777210.
3136.00,0.909681,783018.
3137.00,0.915693,788859.
3138.00,0.935214,806344.
3139.00,0.945106,815537.
3140.00,0.947065,817901.
3141.00,0.941643,813872.
3142.00,0.888643,768632.
3143.00,0.750170,649334.
3144.00,0.647752,561236.
3145.00,0.712871,618275.
3146.00,0.822016,713467.
3147.00,0.862219,748921.
3148.00,0.883273,767840.
3149.00,0.917796,798500.
3150.00,0.934950,814063.
3151.00,0.929979,810377.
3152.00,0.913927,797031.
3153.00,0.905768,790563.
3154.00,0.902964,788748.
3155.00,0.890329,778325.
3156.00,0.858223,750845.
3157.00,0.812382,711307.
3158.00,0.788131,690657.
3159.00,0.803617,704814.
3160.00,0.821072,720674.
3161.00,0.802424,704850.
3162.00,0.797452,701078.
3163.00,0.839518,738670.
3164.00,0.881399,776114.
3165.00,0.895790,789390.
3166.00,0.892999,787549.
3167.00,0.885416,781476.
3168.00,0.871274,769597.
3169.00,0.868470,767748.
3170.00,0.895507,792287.
3171.00,0.926736,820551.
3172.00,0.941341,834122.
3173.00,0.942832,836090.
3174.00,0.934182,829060.
3175.00,0.929310,825391.
3176.00,0.935551,831584.
3177.00,0.931066,828228.
3178.00,0.910282,810359.
3179.00,0.875345,779852.
3180.00,0.841643,750417.
3181.00,0.833836,744056.
3182.00,0.847702,757021.
3183.00,0.860360,768911.
3184.00,0.863286,772114.
3185.00,0.865580,774766.
3186.00,0.875126,783915.
3187.00,0.881526,790249.
3188.00,0.888524,797138.
3189.00,0.897996,806245.
3190.00,0.881538,792045.
3191.00,0.843187,758165.
3192.00,0.819814,737725.
3193.00,0.821644,739955.
3194.00,0.851585,767514.
3195.00,0.870034,784709.
3196.00,0.854324,771108.
3197.00,0.847718,765752.
3198.00,0.882715,797984.
3199.00,0.903598,817443.
3200.00,0.892214,807749.
3201.00,0.899036,814554.
3202.00,0.908235,823496.
3203.00,0.907901,823812.
3204.00,0.921437,836728.
3205.00,0.937164,851638.
3206.00,0.947873,862011.
3207.00,0.950302,864851.
3208.00,0.935009,851555.
3209.00,0.911246,830526.
3210.00,0.887586,809562.
3211.00,0.872729,796610.
3212.00,0.867081,792040.
3213.00,0.851248,778142.
3214.00,0.842050,770325.
3215.00,0.867289,794014.
3216.00,0.882590,808588.
3217.00,0.873230,800598.
3218.00,0.885446,812411.
3219.00,0.908705,834357.
3220.00,0.920480,845776.
