wave,norm,flux
3000.00,0.919821,698377.
3001.00,0.871334,662018.
3002.00,0.843932,641801.
3003.00,0.841891,640924.
3004.00,0.883399,673230.
3005.00,0.923380,704379.
3006.00,0.918903,701635.
3007.00,0.888293,678943.
3008.00,0.878292,672004.
3009.00,0.897787,687626.
3010.00,0.922613,707341.
3011.00,0.928734,712723.
3012.00,0.919484,706333.
3013.00,0.921746,708788.
3014.00,0.921512,709302.
3015.00,0.910198,701288.
3016.00,0.897383,692099.
3017.00,0.878583,678268.
3018.00,0.861639,665850.
3019.00,0.837354,647704.
3020.00,0.790294,611898.
3021.00,0.786712,609804.
3022.00,0.865865,671850.
3023.00,0.922828,716688.
3024.00,0.912356,709205.
3025.00,0.879772,684544.
3026.00,0.874221,680925.
3027.00,0.913850,712506.
3028.00,0.944014,736703.
3029.00,0.928876,725559.
3030.00,0.898063,702172.
3031.00,0.887964,694968.
3032.00,0.906066,709840.
3033.00,0.936454,734348.
3034.00,0.954689,749354.
3035.00,0.961064,755071.
3036.00,0.943887,742260.
3037.00,0.903435,711127.
3038.00,0.893042,703660.
3039.00,0.916752,723031.
3040.00,0.916369,723384.
3041.00,0.890693,703776.
3042.00,0.880902,696728.
3043.00,0.901362,713599.
3044.00,0.918806,728083.
3045.00,0.925079,733743.
3046.00,0.925120,734453.
3047.00,0.911025,723940.
3048.00,0.912796,726054.
3049.00,0.933352,743097.
3050.00,0.936760,746491.
3051.00,0.936066,746644.
3052.00,0.943897,753590.
3053.00,0.932499,745164.
3054.00,0.913213,730441.
3055.00,0.912825,730819.
3056.00,0.903454,723959.
3057.00,0.861729,691149.
3058.00,0.839554,674024.
3059.00,0.861363,692200.
3060.00,0.901936,725475.
3061.00,0.934273,752156.
3062.00,0.938967,756606.
3063.00,0.916431,739104.
3064.00,0.882303,712232.
3065.00,0.855247,691024.
3066.00,0.820092,663217.
3067.00,0.804242,651029.
3068.00,0.838652,679534.
3069.00,0.888912,720901.
3070.00,0.911811,740110.
3071.00,0.898830,730211.
3072.00,0.876370,712618.
3073.00,0.883761,719304.
3074.00,0.900835,733844.
3075.00,0.891078,726537.
3076.00,0.897096,732127.
3077.00,0.914558,747032.
3078.00,0.905618,740376.
3079.00,0.901587,737758.
3080.00,0.908466,744046.
3081.00,0.903356,740512.
3082.00,0.897544,736409.
3083.00,0.903545,742000.
3084.00,0.919442,755727.
3085.00,0.931496,766299.
3086.00,0.915936,754138.
3087.00,0.875919,721817.
3088.00,0.847557,699081.
3089.00,0.838449,692183.
3090.00,0.828896,684894.
3091.00,0.810042,669890.
3092.00,0.776813,642965.
3093.00,0.768865,636988.
3094.00,0.817432,677844.
3095.00,0.855065,709627.
3096.00,0.840201,697865.
3097.00,0.818210,680208.
3098.00,0.822824,684645.
3099.00,0.807520,672461.
3100.00,0.773961,645082.
3101.00,0.772462,644418.
3102.00,0.803042,670527.
3103.00,0.851851,711891.
3104.00,0.874018,731003.
3105.00,0.858288,718449.
3106.00,0.852847,714532.
3107.00,0.884615,741805.
3108.00,0.921471,773350.
3109.00,0.919303,772154.
3110.00,0.892959,750663.
3111.00,0.879918,740346.
3112.00,0.888544,748250.
3113.00,0.898676,757411.
3114.00,0.894490,754519.
3115.00,0.903144,762472.
3116.00,0.898719,759344.
3117.00,0.857559,725162.
3118.00,0.824122,697485.
3119.00,0.804257,681250.
3120.00,0.799963,678200.
3121.00,0.815688,692115.
3122.00,0.835313,709364.
3123.00,0.863212,733664.
3124.00,0.864361,735213.
3125.00,0.833460,709518.
3126.00,0.835997,712304.
3127.00,0.858893,732410.
3128.00,0.861348,735096.
3129.00,0.857241,732192.
3130.00,0.846041,723217.
3131.00,0.846576,724288.
3132.00,0.858962,735483.
3133.00,0.856778,734207.
3134.00,0.861256,738663.
3135.00,0.882021,757089.
3136.00,0.887390,762303.
3137.00,0.895287,769730.
3138.00,0.917505,789472.
3139.00,0.927476,798690.
3140.00,0.932289,803484.
3141.00,0.927485,799969.
3142.00,0.864374,746059.
3143.00,0.688439,594597.
3144.00,0.539410,466345.
3145.00,0.604079,522831.
3146.00,0.748804,648555.
3147.00,0.815854,707125.
3148.00,0.848009,735582.
3149.00,0.888588,771391.
3150.00,0.912096,792408.
3151.00,0.912974,793783.
3152.00,0.896511,780080.
3153.00,0.886043,771595.
3154.00,0.884698,771028.
3155.00,0.858632,748868.
3156.00,0.787931,687712.
3157.00,0.698249,609917.
3158.00,0.659028,576168.
3159.00,0.691496,605066.
3160.00,0.733658,642434.
3161.00,0.735308,644358.
3162.00,0.742384,651093.
3163.00,0.784491,688571.
3164.00,0.822295,722298.
3165.00,0.842342,740466.
3166.00,0.843820,742326.
3167.00,0.837964,737745.
3168.00,0.829055,730460.
3169.00,0.824079,726650.
3170.00,0.850142,750232.
3171.00,0.888449,784631.
3172.00,0.907849,802363.
3173.00,0.911453,806154.
3174.00,0.902939,799227.
3175.00,0.899598,796890.
3176.00,0.906831,803906.
3177.00,0.903664,801698.
3178.00,0.888657,788974.
3179.00,0.852436,757372.
3180.00,0.810778,720914.
3181.00,0.792675,705370.
3182.00,0.794445,707489.
3183.00,0.808755,720779.
3184.00,0.817990,729547.
3185.00,0.819796,731711.
3186.00,0.833137,744181.
3187.00,0.840173,751017.
3188.00,0.845209,756091.
3189.00,0.858308,768378.
3190.00,0.844045,756142.
3191.00,0.805404,722060.
3192.00,0.781338,701021.
3193.00,0.786770,706442.
3194.00,0.815706,732970.
3195.00,0.833000,749045.
3196.00,0.825284,742638.
3197.00,0.817518,736210.
3198.00,0.851675,767558.
3199.00,0.879053,792777.
3200.00,0.865736,781331.
3201.00,0.870950,786634.
3202.00,0.882930,798023.
3203.00,0.881355,797183.
3204.00,0.890092,805680.
3205.00,0.905303,820045.
3206.00,0.921937,835715.
3207.00,0.922504,836812.
3208.00,0.903563,820221.
3209.00,0.889301,807862.
3210.00,0.871832,792555.
3211.00,0.853500,776457.
3212.00,0.846610,770743.
3213.00,0.832775,758685.
3214.00,0.825667,752769.
3215.00,0.851932,777284.
3216.00,0.867233,791782.
3217.00,0.857147,783131.
3218.00,0.866811,792544.
3219.00,0.888769,813194.
3220.00,0.903670,827407.
3221.00,0.904067,828340.
3222.00,0.886839,813126.
3223.00,0.885164,812182.
3224.00,0.895032,821811.
3225.00,0.892709,820247.
3226.00,0.881940,810913.
3227.00,0.858891,790263.
3228.00,0.830852,765003.
3229.00,0.823705,758976.
3230.00,0.849764,783551.
3231.00,0.874855,807234.
3232.00,0.877645,810356.
3233.00,0.863860,798171.
3234.00,0.840636,777251.
3235.00,0.832202,769999.
3236.00,0.839883,777653.
3237.00,0.869701,805834.
3238.00,0.892311,827324.
3239.00,0.877475,814119.
3240.00,0.885261,821933.
3241.00,0.903638,839555.
3242.00,0.899078,835882.
3243.00,0.903810,840870.
3244.00,0.921533,857944.
3245.00,0.934619,870709.
3246.00,0.926870,864057.
3247.00,0.893298,833313.
3248.00,0.861226,803956.
3249.00,0.871694,814314.
3250.00,0.907277,848121.
3251.00,0.916366,857166.
3252.00,0.901589,843903.
3253.00,0.891782,835291.
3254.00,0.899007,842632.
3255.00,0.919789,862692.
3256.00,0.940307,882519.
3257.00,0.953924,895887.
3258.00,0.960497,902652.
3259.00,0.959923,902705.
3260.00,0.952436,896250.
3261.00,0.943029,887988.
3262.00,0.945921,891307.
3263.00,0.951487,897136.
3264.00,0.938635,885592.
3265.00,0.928364,876494.
