wave,norm,flux
3000.00,0.951894,701947.
3001.00,0.921772,680212.
3002.00,0.899107,664122.
3003.00,0.896221,662702.
3004.00,0.929054,687717.
3005.00,0.961543,712484.
3006.00,0.961135,712893.
3007.00,0.938083,696512.
3008.00,0.926663,688765.
3009.00,0.937386,697470.
3010.00,0.953257,710007.
3011.00,0.958278,714469.
3012.00,0.955800,713360.
3013.00,0.963532,719878.
3014.00,0.969179,724831.
3015.00,0.963898,721613.
3016.00,0.952259,713624.
3017.00,0.935932,702104.
3018.00,0.922735,692914.
3019.00,0.905555,680693.
3020.00,0.873426,657208.
3021.00,0.870706,655879.
3022.00,0.921297,694711.
3023.00,0.955207,720970.
3024.00,0.948459,716579.
3025.00,0.930092,703410.
3026.00,0.925461,700638.
3027.00,0.949687,719719.
3028.00,0.971208,736749.
3029.00,0.966462,733866.
3030.00,0.951490,723222.
3031.00,0.944811,718876.
3032.00,0.952955,725812.
3033.00,0.970515,739923.
3034.00,0.981053,748694.
3035.00,0.981883,750065.
3036.00,0.968051,740216.
3037.00,0.940168,719609.
3038.00,0.933691,715392.
3039.00,0.953269,731119.
3040.00,0.957727,735242.
3041.00,0.943391,724944.
3042.00,0.935902,719913.
3043.00,0.948276,730159.
3044.00,0.961803,741295.
3045.00,0.966026,745273.
3046.00,0.962456,743237.
3047.00,0.950401,734645.
3048.00,0.951137,735951.
3049.00,0.964220,746798.
3050.00,0.962791,746404.
3051.00,0.959479,744569.
3052.00,0.968572,752357.
3053.00,0.968006,752631.
3054.00,0.956878,744701.
3055.00,0.954849,743848.
3056.00,0.946623,738132.
3057.00,0.914718,713931.
3058.00,0.897636,701301.
3059.00,0.914002,714795.
3060.00,0.944275,739182.
3061.00,0.969008,759257.
3062.00,0.976146,765566.
3063.00,0.968906,760603.
3064.00,0.952024,748056.
3065.00,0.928991,730650.
3066.00,0.900695,709071.
3067.00,0.897248,707062.
3068.00,0.928762,732603.
3069.00,0.959315,757405.
3070.00,0.967276,764392.
3071.00,0.952706,753574.
3072.00,0.931084,737173.
3073.00,0.930280,737252.
3074.00,0.939475,745231.
3075.00,0.932178,740130.
3076.00,0.937753,745276.
3077.00,0.954709,759454.
3078.00,0.951151,757316.
3079.00,0.947575,755184.
3080.00,0.953715,760784.
3081.00,0.951717,759889.
3082.00,0.946936,756778.
3083.00,0.948949,759096.
3084.00,0.958560,767500.
3085.00,0.970907,778100.
3086.00,0.972239,779873.
3087.00,0.956537,767975.
3088.00,0.939512,755011.
3089.00,0.936939,753644.
3090.00,0.934782,752592.
3091.00,0.918137,739855.
3092.00,0.889588,717506.
3093.00,0.884068,713743.
3094.00,0.923405,746200.
3095.00,0.952233,770163.
3096.00,0.940401,761261.
3097.00,0.924050,748721.
3098.00,0.929361,753714.
3099.00,0.916900,744253.
3100.00,0.884078,718263.
3101.00,0.871298,708544.
3102.00,0.888549,723249.
3103.00,0.926575,754884.
3104.00,0.949408,774156.
3105.00,0.945589,771722.
3106.00,0.944287,771365.
3107.00,0.961254,785937.
3108.00,0.976523,799126.
3109.00,0.974399,798085.
3110.00,0.960939,787760.
3111.00,0.956417,784763.
3112.00,0.965103,792599.
3113.00,0.969736,797103.
3114.00,0.968629,796898.
3115.00,0.971307,799811.
3116.00,0.968660,798327.
3117.00,0.951506,784871.
3118.00,0.932763,770096.
3119.00,0.928722,767448.
3120.00,0.934937,773267.
3121.00,0.946361,783408.
3122.00,0.960624,795909.
3123.00,0.967818,802561.
3124.00,0.955659,793153.
3125.00,0.934246,776063.
3126.00,0.938290,780128.
3127.00,0.959352,798331.
3128.00,0.966326,804818.
3129.00,0.959352,799696.
3130.00,0.947038,790113.
3131.00,0.940198,785096.
3132.00,0.943610,788631.
3133.00,0.945820,791155.
3134.00,0.947588,793321.
3135.00,0.959181,803723.
3136.00,0.967429,811322.
3137.00,0.971008,815025.
3138.00,0.978389,821924.
3139.00,0.982796,826329.
3140.00,0.983449,827582.
3141.00,0.982455,827445.
3142.00,0.973312,820432.
3143.00,0.950974,802279.
3144.00,0.937745,791808.
3145.00,0.949609,802516.
3146.00,0.960830,812674.
3147.00,0.956065,809319.
3148.00,0.954949,809069.
3149.00,0.968666,821388.
3150.00,0.977927,829927.
3151.00,0.972921,826362.
3152.00,0.961708,817523.
3153.00,0.956715,813964.
3154.00,0.953833,812189.
3155.00,0.951905,811226.
3156.00,0.953845,813560.
3157.00,0.953428,813874.
3158.00,0.945158,807481.
3159.00,0.940742,804383.
3160.00,0.938501,803122.
3161.00,0.917551,785834.
3162.00,0.906953,777426.
3163.00,0.933057,800482.
3164.00,0.964628,828237.
3165.00,0.975985,838662.
3166.00,0.974280,837879.
3167.00,0.963714,829464.
3168.00,0.944908,813943.
3169.00,0.943073,813048.
3170.00,0.962085,830121.
3171.00,0.977672,844250.
3172.00,0.984600,850920.
3173.00,0.985771,852622.
3174.00,0.983786,851590.
3175.00,0.981956,850698.
3176.00,0.982638,851978.
3177.00,0.979915,850299.
3178.00,0.965595,838541.
3179.00,0.941886,818609.
3180.00,0.926141,805584.
3181.00,0.928291,808119.
3182.00,0.943267,821815.
3183.00,0.953627,831499.
3184.00,0.956096,834318.
3185.00,0.956748,835553.
3186.00,0.956150,835695.
3187.00,0.957793,837802.
3188.00,0.964886,844678.
3189.00,0.966500,846753.
3190.00,0.949266,832298.
3191.00,0.926243,812763.
3192.00,0.918164,806321.
3193.00,0.917834,806677.
3194.00,0.933238,820873.
3195.00,0.946231,832939.
3196.00,0.934847,823554.
3197.00,0.929924,819880.
3198.00,0.949877,838139.
