wave,norm,flux
3000.00,0.865805,685014.
3001.00,0.785139,621612.
3002.00,0.746197,591335.
3003.00,0.745368,591299.
3004.00,0.795614,631813.
3005.00,0.844145,670977.
3006.00,0.837504,666308.
3007.00,0.802280,638916.
3008.00,0.792514,631793.
3009.00,0.818745,653372.
3010.00,0.861542,688196.
3011.00,0.877577,701650.
3012.00,0.860318,688515.
3013.00,0.849492,680523.
3014.00,0.837191,671314.
3015.00,0.821234,659164.
3016.00,0.809485,650361.
3017.00,0.786379,632402.
3018.00,0.761759,613197.
3019.00,0.722270,581939.
3020.00,0.650857,524901.
3021.00,0.649739,524626.
3022.00,0.777460,628405.
3023.00,0.873944,706960.
3024.00,0.859227,695647.
3025.00,0.803545,651190.
3026.00,0.794390,644456.
3027.00,0.855058,694363.
3028.00,0.897597,729546.
3029.00,0.872713,709949.
3030.00,0.825029,671803.
3031.00,0.806246,657167.
3032.00,0.829781,677021.
3033.00,0.866922,707984.
3034.00,0.888460,726249.
3035.00,0.903253,739025.
3036.00,0.882390,722586.
3037.00,0.820173,672261.
3038.00,0.800751,657022.
3039.00,0.833489,684534.
3040.00,0.838191,688998.
3041.00,0.809304,665866.
3042.00,0.797482,656784.
3043.00,0.820965,676771.
3044.00,0.843194,695731.
3045.00,0.857662,708324.
3046.00,0.859126,710167.
3047.00,0.830799,687376.
3048.00,0.827340,685191.
3049.00,0.859929,712842.
3050.00,0.875742,726598.
3051.00,0.884665,734686.
3052.00,0.892827,742128.
3053.00,0.866541,720915.
3054.00,0.843690,702578.
3055.00,0.856359,713795.
3056.00,0.847018,706605.
3057.00,0.783573,654248.
3058.00,0.741734,619928.
3059.00,0.761948,637446.
3060.00,0.816329,683573.
3061.00,0.864271,724348.
3062.00,0.868654,728635.
3063.00,0.819643,688106.
3064.00,0.756096,635344.
3065.00,0.725364,610086.
3066.00,0.688321,579433.
3067.00,0.658557,554912.
3068.00,0.691576,583313.
3069.00,0.760052,641640.
3070.00,0.799775,675734.
3071.00,0.796111,673211.
3072.00,0.777168,657788.
3073.00,0.792425,671336.
3074.00,0.817173,692890.
3075.00,0.802839,681327.
3076.00,0.811170,689043.
3077.00,0.829747,705421.
3078.00,0.808090,687598.
3079.00,0.800922,682131.
3080.00,0.814660,694440.
3081.00,0.812158,692904.
3082.00,0.807323,689393.
3083.00,0.820369,701167.
3084.00,0.849018,726293.
3085.00,0.869166,744158.
3086.00,0.849888,728251.
3087.00,0.802617,688341.
3088.00,0.770748,661605.
3089.00,0.749022,643509.
3090.00,0.718546,617863.
3091.00,0.696749,599643.
3092.00,0.669622,576789.
3093.00,0.660331,569322.
3094.00,0.711345,613867.
3095.00,0.753483,650745.
3096.00,0.739040,638787.
3097.00,0.725482,627638.
3098.00,0.740000,640745.
3099.00,0.716081,620522.
3100.00,0.671818,582676.
3101.00,0.663627,576099.
3102.00,0.697652,606189.
3103.00,0.766095,666232.
3104.00,0.809270,704326.
3105.00,0.793318,690997.
3106.00,0.783488,683054.
3107.00,0.828200,722679.
3108.00,0.876780,765686.
3109.00,0.872205,762285.
3110.00,0.829308,725400.
3111.00,0.814375,712976.
3112.00,0.833814,730619.
3113.00,0.844799,740848.
3114.00,0.841165,738282.
3115.00,0.855690,751673.
3116.00,0.852799,749716.
3117.00,0.796918,701148.
3118.00,0.751657,661911.
3119.00,0.746104,657588.
3120.00,0.747582,659434.
3121.00,0.744962,657668.
3122.00,0.755026,667130.
3123.00,0.795258,703269.
3124.00,0.810171,717000.
3125.00,0.775987,687299.
3126.00,0.768921,681646.
3127.00,0.795303,705612.
3128.00,0.794450,705403.
3129.00,0.772634,686592.
3130.00,0.759163,675189.
3131.00,0.774914,689789.
3132.00,0.802237,714680.
3133.00,0.801515,714597.
3134.00,0.794792,709192.
3135.00,0.807463,721090.
3136.00,0.811704,725456.
3137.00,0.822328,735568.
3138.00,0.854779,765215.
3139.00,0.870210,779638.
3140.00,0.871969,781844.
3141.00,0.869142,779919.
3142.00,0.813503,730510.
3143.00,0.678517,609735.
3144.00,0.581742,523270.
3145.00,0.628021,565444.
3146.00,0.716026,645152.
3147.00,0.750419,676640.
3148.00,0.789050,712061.
3149.00,0.845428,763522.
3150.00,0.863697,780600.
3151.00,0.853405,771889.
3152.00,0.834696,755564.
3153.00,0.830410,752282.
3154.00,0.829795,752306.
3155.00,0.818419,742558.
3156.00,0.784142,711988.
3157.00,0.725271,659038.
3158.00,0.690951,628376.
3159.00,0.706764,643287.
3160.00,0.724953,660323.
3161.00,0.698116,636349.
3162.00,0.692713,631962.
3163.00,0.749052,683910.
3164.00,0.795173,726540.
3165.00,0.795534,727403.
3166.00,0.788317,721366.
3167.00,0.790092,723542.
3168.00,0.775362,710581.
3169.00,0.775059,710884.
3170.00,0.827014,759143.
3171.00,0.882158,810356.
3172.00,0.902336,829493.
3173.00,0.894683,823065.
3174.00,0.873634,804308.
3175.00,0.868255,799984.
3176.00,0.886423,817343.
3177.00,0.876644,808901.
3178.00,0.830521,766900.
3179.00,0.777080,718092.
3180.00,0.736566,681183.
3181.00,0.726050,671984.
3182.00,0.740104,685514.
3183.00,0.750170,695346.
3184.00,0.752870,698374.
3185.00,0.766547,711602.
3186.00,0.786955,731091.
3187.00,0.801609,745253.
3188.00,0.815272,758521.
3189.00,0.833263,775828.
3190.00,0.814372,758755.
3191.00,0.750753,699983.
3192.00,0.705398,658212.
3193.00,0.711876,664790.
3194.00,0.759156,709471.
3195.00,0.783061,732311.
3196.00,0.772931,723361.
3197.00,0.787460,737535.
3198.00,0.839482,786833.
3199.00,0.851581,798704.
3200.00,0.821024,770609.
3201.00,0.825002,774936.
3202.00,0.838810,788466.
3203.00,0.842992,792981.
3204.00,0.869702,818714.
3205.00,0.894858,842991.
3206.00,0.902317,850624.
3207.00,0.901290,850258.
3208.00,0.875040,826065.
3209.00,0.831234,785272.
3210.00,0.796140,752668.
3211.00,0.778776,736794.
3212.00,0.770615,729594.
3213.00,0.749626,710220.
3214.00,0.744127,705549.
3215.00,0.785666,745482.
3216.00,0.803547,762948.
3217.00,0.787505,748254.
3218.00,0.812279,772376.
3219.00,0.851444,810178.
3220.00,0.864476,823139.
3221.00,0.853366,813116.
3222.00,0.828325,789816.
3223.00,0.828045,790129.
3224.00,0.839356,801478.
3225.00,0.831508,794528.
3226.00,0.810682,775162.
3227.00,0.775868,742380.
3228.00,0.732803,701664.
3229.00,0.711765,682028.
3230.00,0.738813,708472.
3231.00,0.783123,751478.
3232.00,0.802585,770660.
3233.00,0.783768,753085.
3234.00,0.741181,712659.
3235.00,0.723930,696581.
3236.00,0.733522,706311.
3237.00,0.769148,741146.
3238.00,0.798396,769826.
3239.00,0.786824,759186.
3240.00,0.804197,776511.
3241.00,0.826585,798651.
3242.00,0.819181,792031.
3243.00,0.827715,800852.
3244.00,0.859696,832372.
3245.00,0.888677,860999.
3246.00,0.871873,845251.
3247.00,0.812151,787874.
3248.00,0.768864,746421.
3249.00,0.787194,764779.
3250.00,0.836765,813482.
3251.00,0.854003,830766.
3252.00,0.837831,815568.
3253.00,0.819688,798450.
3254.00,0.822671,801914.
3255.00,0.856162,835136.
3256.00,0.893249,871881.
3257.00,0.911638,890411.
3258.00,0.916042,895300.
3259.00,0.912771,892691.
3260.00,0.905455,886122.
3261.00,0.901450,882795.
3262.00,0.910485,892240.
3263.00,0.909970,892303.
3264.00,0.879465,862948.
3265.00,0.861767,846169.
3266.00,0.881593,866223.
3267.00,0.905553,890342.
3268.00,0.918438,903599.
3269.00,0.923977,909635.
3270.00,0.902005,888559.
3271.00,0.855287,843088.
3272.00,0.842723,831284.
3273.00,0.869097,857866.
3274.00,0.882449,871597.
3275.00,0.874471,864264.
3276.00,0.846051,836709.
3277.00,0.826100,817529.
3278.00,0.829897,821825.
3279.00,0.836244,828647.
